-6.455015165311479564e+01,8.320053310856573603e+01
-6.612929660358734907e+01,8.304130747535836576e+01
-6.772227146041873880e+01,8.285538094648255480e+01
-6.932333762461536253e+01,8.263739363318799747e+01
-7.093341911248205633e+01,8.238844607894370142e+01
-7.255023240775642535e+01,8.210680846246812337e+01
-7.417382470863577737e+01,8.179282795429760711e+01
-7.580295422425247409e+01,8.144580103470410393e+01
-7.743721254567971357e+01,8.106571969126790123e+01
-7.907558769260973008e+01,8.065213927871738520e+01
-8.071747614163501794e+01,8.020494394266664528e+01
-8.236200968021725544e+01,7.972385460516963462e+01
-8.400854181467941828e+01,7.920876363849069435e+01
-8.565626397128015412e+01,7.865947827805470638e+01
-8.730439191607882776e+01,7.807584615647049020e+01
-8.895220981740065724e+01,7.745777474599388768e+01
-9.059895651861482690e+01,7.680516396602686768e+01
-9.224391611262498714e+01,7.611795542149519633e+01
-9.388626877264883319e+01,7.539605749482041119e+01
-9.552533871915468922e+01,7.463946617356597812e+01
-9.716029005781786054e+01,7.384812128718883173e+01
-9.879041165645074329e+01,7.302203673672067907e+01
-1.004150624314483196e+02,7.216126575087034212e+01
-1.020334231667086016e+02,7.126580649500326103e+01
-1.036447439331149525e+02,7.033570259761724230e+01
-1.052482984755200874e+02,6.937102147313972011e+01
-1.068433570327590587e+02,6.837184401521304267e+01
-1.084292941908449421e+02,6.733829351754775416e+01
-1.100053000921434432e+02,6.627045456300308501e+01
-1.115703918318324810e+02,6.516839465011634047e+01
-1.131242204903300603e+02,6.403234567928450360e+01
