2.519044520340794335e+01,-1.699383638174356292e+02
2.704152937229356368e+01,-1.695060678042038944e+02
2.888586053185732894e+01,-1.690531776798959243e+02
3.072382408546783239e+01,-1.685804023244920984e+02
3.255496678359728691e+01,-1.680875920956384846e+02
3.437906293632305221e+01,-1.675748328979160533e+02
3.619589232216016228e+01,-1.670422175076171527e+02
3.800524244248116190e+01,-1.664898471720900091e+02
3.980688726099296559e+01,-1.659178119821947632e+02
4.160063277069137655e+01,-1.653262320610531617e+02
4.338623030990184049e+01,-1.647151804209806016e+02
4.516348977432114253e+01,-1.640847829986371380e+02
4.693220028683907685e+01,-1.634351483082386380e+02
4.869214404915154404e+01,-1.627663804887802428e+02
5.044312046438759012e+01,-1.620785990280859323e+02
5.218491568845072948e+01,-1.613719138344380610e+02
5.391732631263063524e+01,-1.606464443604340886e+02
5.564015218614421343e+01,-1.599023135110625446e+02
5.735317648712924665e+01,-1.591396329629939430e+02
5.905621917323843917e+01,-1.583585426255008315e+02
6.074906851361323845e+01,-1.575591601431111712e+02
6.243152182928483285e+01,-1.567416111926819724e+02
6.410340150306845430e+01,-1.559060395863120618e+02
6.576448829132502283e+01,-1.550525618994746821e+02
6.741459823315635447e+01,-1.541813197774334583e+02
6.905356146388648142e+01,-1.532924642345602138e+02
7.068117634644178793e+01,-1.523861266836516108e+02
7.229719936257446022e+01,-1.514624151665122440e+02
7.390151310947850050e+01,-1.505215155786729042e+02
7.549422545166586929e+01,-1.495637399816394009e+02
7.707483258986582086e+01,-1.485890442121256569e+02
