7.890434083616716521e+01,-1.495882718724827214e+02
8.014048715707339454e+01,-1.483995434491517926e+02
8.136054459127139182e+01,-1.471994326899408918e+02
8.256506495231874965e+01,-1.459884805147590896e+02
8.375376313773793413e+01,-1.447667869914981509e+02
8.492650352092772437e+01,-1.435345316217541267e+02
8.608316484159128379e+01,-1.422919018173676591e+02
8.722365106212421892e+01,-1.410390975638160285e+02
8.834784110434435433e+01,-1.397763068742207224e+02
8.945562658447077808e+01,-1.385037242545912477e+02
9.054690189518441912e+01,-1.372215457567360488e+02
9.162153804971391935e+01,-1.359299572429194427e+02
9.267947911992639831e+01,-1.346291776668746820e+02
9.372055748247271367e+01,-1.333193766398812272e+02
9.474472834864010906e+01,-1.320007781283260613e+02
9.575185931547137841e+01,-1.306735682440415474e+02
9.674189801031570823e+01,-1.293379671447688963e+02
9.771469759569532698e+01,-1.279941560359001045e+02
9.867020160638929838e+01,-1.266423535846337671e+02
9.960831396937638260e+01,-1.252827623532307939e+02
1.005289468518031697e+02,-1.239155884716269611e+02
1.014320275096588375e+02,-1.225410439393150739e+02
1.023174556569325091e+02,-1.211593305659167754e+02
1.031851731675482853e+02,-1.197706659698489489e+02
1.040351004238382586e+02,-1.183752597866723022e+02
1.048671513912354385e+02,-1.169733196745376631e+02
1.056812642004342138e+02,-1.155650618909393046e+02
1.064773731985797554e+02,-1.141507012777820478e+02
1.072554028093232006e+02,-1.127304494684851193e+02
1.080154591217839481e+02,-1.113045757875800064e+02
1.087573269795537385e+02,-1.098732456846008887e+02
