1.256163422660196431e+02,2.250075884393251968e+01
1.249539422979443515e+02,2.375475804815407344e+01
1.242778447782289675e+02,2.499765233938950715e+01
1.235882089574635074e+02,2.622928882046183929e+01
1.228851388051280651e+02,2.744948528055159187e+01
1.221687652947649241e+02,2.865807365429327547e+01
1.214392812233118519e+02,2.985492116194951606e+01
1.206968170824527533e+02,3.103986113696184646e+01
1.199415280930229528e+02,3.221274135543719552e+01
1.191735887201827211e+02,3.337342190904548289e+01
1.183931735212993317e+02,3.452176441115874184e+01
1.176003843205174633e+02,3.565758666856461190e+01
1.167954793549666022e+02,3.678080375753341968e+01
1.159785201880415428e+02,3.789120915222688524e+01
1.151497427020224791e+02,3.898870674005694070e+01
1.143093125676670070e+02,4.007315760340578947e+01
1.134573673896205577e+02,4.114440470396654348e+01
1.125941236771559204e+02,4.220234461073302157e+01
1.117197472085518086e+02,4.324684147401809042e+01
1.108343696212438090e+02,4.427773596700436798e+01
1.099381998646500875e+02,4.529492337083505760e+01
1.090314229276410032e+02,4.629828394753936749e+01
1.081141986626167011e+02,4.728768070464877837e+01
1.071867100965886976e+02,4.826299424976669172e+01
1.062491777581102781e+02,4.922413499094801637e+01
1.053017621838901761e+02,5.017096971487190160e+01
1.043446035387718069e+02,5.110334924010457769e+01
1.033779597286773821e+02,5.202121742707581120e+01
1.024020272666681137e+02,5.292447293662475261e+01
1.014169551016561144e+02,5.381297694252945973e+01
1.004229094143680499e+02,5.468660428883831059e+01
