1.022515562980992314e+02,5.624824419016319865e+01
1.012764638065757907e+02,5.715471462536888936e+01
1.002933104986469601e+02,5.804759629807977461e+01
9.930135848597856807e+01,5.892598094950085397e+01
9.830072976146495023e+01,5.978970902418511457e+01
9.729158985729051778e+01,6.063865943581630802e+01
9.627417253177476653e+01,6.147277624427945852e+01
9.524871544740629759e+01,6.229201101097633853e+01
9.421530720512123480e+01,6.309617193958618486e+01
9.317416484853379188e+01,6.388519108848002759e+01
9.212554637160485527e+01,6.465904487007063040e+01
9.106966901088335931e+01,6.541767271742411083e+01
9.000659893608612094e+01,6.616085803935665410e+01
8.893658487690854031e+01,6.688857197417841860e+01
8.785997542025094731e+01,6.760089841215780382e+01
8.677683780294424309e+01,6.829762309862260850e+01
8.568726353985287858e+01,6.897855153709205922e+01
8.459156856694696103e+01,6.964373765575254538e+01
8.349022751928784203e+01,7.029342737084505188e+01
8.238306767736490599e+01,7.092713055185114968e+01
8.127020802200813421e+01,7.154467827610012876e+01
8.015190109567130605e+01,7.214605778304273542e+01
7.902911154813655514e+01,7.273213278020968175e+01
7.790122684633467998e+01,7.330186540213406943e+01
7.676844878145431039e+01,7.385518545377516375e+01
7.563115462371958131e+01,7.439224859586941818e+01
7.448989954945675152e+01,7.491345695237295388e+01
7.334453229407867525e+01,7.541830853154728231e+01
7.219514716896264872e+01,7.590660382323882516e+01
7.104230728767964820e+01,7.637877478372566031e+01
6.988613413114738648e+01,7.683467339972141019e+01
